college,pla,age,race,gender,income,for-profit to for-profit,for-profit to private non-profit,for-profit to 2-year public,for-profit to 4-year public,for-profit to non-transfer,private non-profit to for-profit,private non-profit to private non-profit,private non-profit to 2-year public,private non-profit to 4-year public,private non-profit to non-transfer,2-year public to for-profit,2-year public to private non-profit,2-year public to 2-year public,2-year public to 4-year public,2-year public to non-transfer,4-year public to for-profit,4-year public to private non-profit,4-year public to 2-year public,4-year public to 4-year public,4-year public to non-transfer,for-profit to non-completers,private non-profit to non-completers,2-year public to non-completers,4-year public to non-completers,non-transfer to non-completers,for-profit to graduates,private non-profit to graduates,2-year public to graduates,4-year public to graduates,non-transfer to graduates,cost,time
4-year public,less than 15 credits,over 24,White,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0075,0.0144,0.0395,0.0363,0.0653,0.0388,0.0738,0.2030,0.1863,0.3351,47595.9600,4.5590
2-year public,15 or more credits,all,all,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0029,0.0117,0.0239,0.0360,0.3040,0.0245,0.0978,0.1990,0.3003,0.0271,33045.1800,4.6740
4-year public,15 or more credits,all,all,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0069,0.0131,0.0359,0.0329,0.0593,0.0394,0.0751,0.2066,0.1897,0.3411,40235.7600,3.8540
2-year public,15 or more credits,all,Black,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,0.0261,0.0531,0.0801,0.3040,0.0209,0.0834,0.1698,0.2562,0.0232,33045.1800,4.6740
4-year public,15 or more credits,all,Black,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0103,0.0196,0.0539,0.0495,0.0890,0.0360,0.0686,0.1886,0.1731,0.3114,40235.7600,3.8540
2-year public,15 or more credits,all,Hispanic,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0049,0.0196,0.0398,0.0601,0.3040,0.0225,0.0899,0.1831,0.2762,0.0250,33045.1800,4.6740
4-year public,15 or more credits,all,Hispanic,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0075,0.0144,0.0395,0.0362,0.0651,0.0388,0.0738,0.2030,0.1864,0.3353,40235.7600,3.8540
2-year public,15 or more credits,all,White,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0022,0.0045,0.0067,0.3040,0.0269,0.1073,0.2184,0.3296,0.0298,33045.1800,4.6740
4-year public,15 or more credits,all,White,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
2-year public,15 or more credits,all,all,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0024,0.0094,0.0192,0.0289,0.3040,0.0250,0.1001,0.2037,0.3074,0.0278,33045.1800,4.6740
4-year public,15 or more credits,all,all,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0032,0.0062,0.0170,0.0156,0.0280,0.0431,0.0820,0.2255,0.2070,0.3724,40235.7600,3.8540
2-year public,15 or more credits,all,Black,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0054,0.0214,0.0436,0.0658,0.3040,0.0220,0.0881,0.1793,0.2705,0.0245,33045.1800,4.6740
4-year public,15 or more credits,all,Black,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0074,0.0142,0.0390,0.0358,0.0643,0.0389,0.0740,0.2035,0.1868,0.3361,40235.7600,3.8540
2-year public,15 or more credits,all,Hispanic,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0042,0.0167,0.0340,0.0514,0.3040,0.0232,0.0928,0.1889,0.2849,0.0258,33045.1800,4.6740
4-year public,15 or more credits,all,Hispanic,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0054,0.0104,0.0285,0.0262,0.0471,0.0409,0.0778,0.2140,0.1964,0.3533,40235.7600,3.8540
2-year public,15 or more credits,all,White,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0022,0.0045,0.0067,0.3040,0.0269,0.1073,0.2184,0.3296,0.0298,33045.1800,4.6740
4-year public,15 or more credits,all,White,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
2-year public,15 or more credits,all,all,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0053,0.0214,0.0435,0.0656,0.3040,0.0221,0.0881,0.1794,0.2707,0.0245,33045.1800,4.6740
4-year public,15 or more credits,all,all,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0083,0.0158,0.0434,0.0398,0.0717,0.0380,0.0724,0.1991,0.1828,0.3287,40235.7600,3.8540
2-year public,15 or more credits,all,Black,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0079,0.0316,0.0643,0.0970,0.3040,0.0195,0.0779,0.1586,0.2393,0.0216,33045.1800,4.6740
4-year public,15 or more credits,all,Black,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0117,0.0223,0.0614,0.0564,0.1014,0.0346,0.0659,0.1811,0.1662,0.2990,40235.7600,3.8540
2-year public,15 or more credits,all,Hispanic,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,0.0269,0.0547,0.0825,0.3040,0.0207,0.0826,0.1682,0.2538,0.0229,33045.1800,4.6740
4-year public,15 or more credits,all,Hispanic,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0097,0.0186,0.0510,0.0468,0.0842,0.0366,0.0696,0.1915,0.1758,0.3162,40235.7600,3.8540
2-year public,15 or more credits,all,White,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0064,0.0130,0.0196,0.3040,0.0258,0.1031,0.2099,0.3167,0.0286,33045.1800,4.6740
4-year public,15 or more credits,all,White,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0011,0.0021,0.0057,0.0052,0.0094,0.0452,0.0861,0.2368,0.2174,0.3910,40235.7600,3.8540
2-year public,15 or more credits,all,all,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,0.0226,0.0459,0.0693,0.3040,0.0218,0.0869,0.1770,0.2670,0.0241,33045.1800,4.6740
4-year public,15 or more credits,all,all,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0088,0.0168,0.0461,0.0423,0.0761,0.0375,0.0714,0.1964,0.1803,0.3243,40235.7600,3.8540
2-year public,15 or more credits,all,Black,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0085,0.0338,0.0689,0.1039,0.3040,0.0189,0.0757,0.1540,0.2324,0.0210,33045.1800,4.6740
4-year public,15 or more credits,all,Black,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0127,0.0242,0.0665,0.0610,0.1097,0.0336,0.0640,0.1760,0.1616,0.2907,40235.7600,3.8540
2-year public,15 or more credits,all,Hispanic,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0073,0.0291,0.0593,0.0895,0.3040,0.0201,0.0804,0.1636,0.2468,0.0223,33045.1800,4.6740
4-year public,15 or more credits,all,Hispanic,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0107,0.0204,0.0560,0.0514,0.0925,0.0356,0.0678,0.1865,0.1712,0.3079,40235.7600,3.8540
2-year public,15 or more credits,all,White,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0087,0.0176,0.0266,0.3040,0.0252,0.1008,0.2053,0.3097,0.0280,33045.1800,4.6740
4-year public,15 or more credits,all,White,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0020,0.0039,0.0107,0.0098,0.0176,0.0443,0.0843,0.2318,0.2128,0.3828,40235.7600,3.8540
2-year public,15 or more credits,all,all,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0047,0.0189,0.0384,0.0580,0.3040,0.0227,0.0906,0.1845,0.2783,0.0252,33045.1800,4.6740
4-year public,15 or more credits,all,all,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0064,0.0121,0.0333,0.0306,0.0550,0.0399,0.0761,0.2092,0.1920,0.3454,40235.7600,3.8540
2-year public,15 or more credits,all,Black,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0074,0.0295,0.0601,0.0906,0.3040,0.0200,0.0800,0.1628,0.2457,0.0222,33045.1800,4.6740
4-year public,15 or more credits,all,Black,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0104,0.0198,0.0546,0.0501,0.0901,0.0359,0.0684,0.1879,0.1725,0.3103,40235.7600,3.8540
2-year public,15 or more credits,all,Hispanic,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.0257,0.0523,0.0789,0.3040,0.0210,0.0838,0.1706,0.2574,0.0233,33045.1800,4.6740
4-year public,15 or more credits,all,Hispanic,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0088,0.0168,0.0461,0.0423,0.0762,0.0375,0.0714,0.1964,0.1803,0.3242,40235.7600,3.8540
2-year public,15 or more credits,all,White,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0047,0.0095,0.0144,0.3040,0.0262,0.1048,0.2134,0.3219,0.0291,33045.1800,4.6740
4-year public,15 or more credits,all,White,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
2-year public,15 or more credits,all,all,male,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0073,0.0290,0.0591,0.0891,0.3040,0.0201,0.0805,0.1638,0.2472,0.0223,33045.1800,4.6740
4-year public,15 or more credits,all,all,male,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0106,0.0203,0.0558,0.0512,0.0921,0.0357,0.0679,0.1867,0.1714,0.3083,40235.7600,3.8540
2-year public,15 or more credits,all,Black,male,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0097,0.0388,0.0789,0.1190,0.3040,0.0177,0.0707,0.1440,0.2173,0.0196,33045.1800,4.6740
4-year public,15 or more credits,all,Black,male,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0143,0.0273,0.0750,0.0689,0.1239,0.0320,0.0609,0.1675,0.1537,0.2765,40235.7600,3.8540
2-year public,15 or more credits,all,Hispanic,male,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0087,0.0350,0.0711,0.1073,0.3040,0.0187,0.0745,0.1518,0.2290,0.0207,33045.1800,4.6740
4-year public,15 or more credits,all,Hispanic,male,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0127,0.0242,0.0666,0.0611,0.1100,0.0336,0.0640,0.1759,0.1615,0.2904,40235.7600,3.8540
2-year public,15 or more credits,all,White,male,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0139,0.0284,0.0428,0.3040,0.0239,0.0956,0.1945,0.2935,0.0265,33045.1800,4.6740
4-year public,15 or more credits,all,White,male,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0038,0.0073,0.0201,0.0184,0.0331,0.0425,0.0809,0.2224,0.2042,0.3673,40235.7600,3.8540
2-year public,15 or more credits,all,all,all,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0027,0.0108,0.0221,0.0333,0.3040,0.0247,0.0987,0.2008,0.3030,0.0274,33045.1800,4.6740
4-year public,15 or more credits,all,all,all,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0038,0.0073,0.0201,0.0185,0.0332,0.0425,0.0809,0.2224,0.2041,0.3672,40235.7600,3.8540
2-year public,15 or more credits,all,Black,all,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0052,0.0209,0.0426,0.0642,0.3040,0.0222,0.0886,0.1803,0.2721,0.0246,33045.1800,4.6740
4-year public,15 or more credits,all,Black,all,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0072,0.0138,0.0378,0.0347,0.0625,0.0391,0.0744,0.2047,0.1879,0.3379,40235.7600,3.8540
2-year public,15 or more credits,all,Hispanic,all,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0041,0.0162,0.0330,0.0498,0.3040,0.0233,0.0933,0.1899,0.2865,0.0259,33045.1800,4.6740
4-year public,15 or more credits,all,Hispanic,all,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0052,0.0100,0.0274,0.0252,0.0453,0.0411,0.0782,0.2151,0.1974,0.3551,40235.7600,3.8540
2-year public,15 or more credits,all,White,all,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0022,0.0045,0.0067,0.3040,0.0269,0.1073,0.2184,0.3296,0.0298,33045.1800,4.6740
4-year public,15 or more credits,all,White,all,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
2-year public,15 or more credits,all,all,female,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0059,0.0121,0.0183,0.3040,0.0259,0.1036,0.2108,0.3180,0.0287,33045.1800,4.6740
4-year public,15 or more credits,all,all,female,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
2-year public,15 or more credits,all,Black,female,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0160,0.0325,0.0491,0.3040,0.0234,0.0935,0.1904,0.2872,0.0260,33045.1800,4.6740
4-year public,15 or more credits,all,Black,female,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0047,0.0089,0.0246,0.0226,0.0406,0.0416,0.0793,0.2179,0.2000,0.3598,40235.7600,3.8540
2-year public,15 or more credits,all,Hispanic,female,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,0.0122,0.0248,0.0374,0.3040,0.0244,0.0973,0.1981,0.2989,0.0270,33045.1800,4.6740
4-year public,15 or more credits,all,Hispanic,female,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0031,0.0059,0.0162,0.0148,0.0267,0.0432,0.0823,0.2263,0.2078,0.3737,40235.7600,3.8540
2-year public,15 or more credits,all,White,female,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0022,0.0045,0.0067,0.3040,0.0269,0.1073,0.2184,0.3296,0.0298,33045.1800,4.6740
4-year public,15 or more credits,all,White,female,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
2-year public,15 or more credits,all,all,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0161,0.0328,0.0494,0.3040,0.0234,0.0934,0.1901,0.2869,0.0259,33045.1800,4.6740
4-year public,15 or more credits,all,all,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0052,0.0099,0.0272,0.0249,0.0448,0.0411,0.0783,0.2153,0.1977,0.3556,40235.7600,3.8540
2-year public,15 or more credits,all,Black,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.0252,0.0514,0.0775,0.3040,0.0211,0.0843,0.1715,0.2588,0.0234,33045.1800,4.6740
4-year public,15 or more credits,all,Black,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0086,0.0164,0.0451,0.0414,0.0745,0.0377,0.0718,0.1974,0.1812,0.3259,40235.7600,3.8540
2-year public,15 or more credits,all,Hispanic,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0054,0.0214,0.0436,0.0658,0.3040,0.0220,0.0881,0.1793,0.2705,0.0245,33045.1800,4.6740
4-year public,15 or more credits,all,Hispanic,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0070,0.0133,0.0367,0.0337,0.0605,0.0393,0.0749,0.2058,0.1889,0.3399,40235.7600,3.8540
2-year public,15 or more credits,all,White,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0022,0.0045,0.0067,0.3040,0.0269,0.1073,0.2184,0.3296,0.0298,33045.1800,4.6740
4-year public,15 or more credits,all,White,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,all,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0022,0.0045,0.0067,0.3040,0.0269,0.1073,0.2184,0.3296,0.0298,33045.1800,4.6740
